31,-7,4,-3,-32,-42,2,-29,30,51,-50,-43,-52,-21,33,49,40,-20,-41,18,14,-54,27,46,-44,47,-23,35,8,-9,-1,5,-15,-45,-28,48,-39,-53,37,-17,19,6,12,25,34,-24,-26,-36,-16,11,-10,13,38,22
-14,11,-22,-45,-6,5,36,51,-23,26,-2,34,15,1,-13,-31,24,-37,-20,19,-48,3,9,-17,-35,-10,-44,-41,-54,-38,16,53,-47,-12,25,-7,18,30,-52,-49,28,50,-46,27,4,43,33,21,40,-42,-8,39,-32,29
-48,-51,-34,33,-25,-15,-16,20,52,-46,21,45,39,53,6,7,-50,43,31,-8,-11,32,49,-54,5,28,30,-26,47,-27,-19,-22,-4,3,36,-35,41,42,-13,-44,-37,-38,-18,40,-12,10,-29,1,-23,17,2,-9,-14,24
16,26,-33,-49,52,21,15,13,27,32,-22,-42,-8,-50,-7,-1,31,-40,-36,-45,-6,11,-51,35,-38,-2,-9,34,-41,54,-17,-10,3,-28,-24,19,-46,25,48,18,29,12,44,-43,20,37,-53,-39,4,14,23,-5,47,-30
52,-15,35,-11,19,38,-14,-40,-24,-25,4,27,45,7,2,36,46,-54,-5,-31,41,-37,-43,9,10,-44,-12,42,-48,-53,20,-34,-39,32,-3,-16,22,-6,33,8,-21,-28,23,26,-13,-17,-49,29,47,-51,50,-1,30,18
-7,51,-47,-36,18,-11,1,27,54,38,6,-52,49,-32,-20,48,-28,-5,-43,15,24,53,-33,-21,-46,-31,-8,17,39,35,26,14,23,-41,-30,4,40,-10,-29,-37,34,-45,19,-50,42,25,3,-16,-13,44,-2,12,-22,-9
-47,-32,13,52,-33,-35,-23,40,-38,16,12,-11,-3,-15,14,-10,54,48,29,30,43,-27,7,-39,-31,46,22,-51,-19,-20,25,2,5,53,6,49,45,9,24,-8,-50,44,-21,-42,-37,-26,1,-18,-36,41,28,-4,-34,-17
-44,13,17,10,28,20,-34,-36,43,-4,-38,50,-2,29,35,-33,-3,-51,32,-6,-45,52,54,30,39,-49,37,-5,-14,-24,-48,-19,16,7,-15,8,-27,11,-25,47,-53,46,-9,1,21,-42,-40,31,26,-12,18,-22,41,-23
39,38,52,-54,-49,14,-21,-16,-22,27,44,32,33,-6,-47,8,45,46,36,-35,7,9,-28,-42,-48,40,-10,23,43,51,41,-12,-13,-37,20,-19,34,-2,-1,-26,-31,24,-29,-11,-17,-18,15,25,5,53,-30,-3,-50,4
-5,33,-4,3,1,11,29,31,38,-16,-6,49,-41,-24,-54,10,-23,-44,45,37,42,30,17,14,-47,-50,39,34,-7,-22,-8,-51,-2,-28,-43,53,-20,-9,-27,-46,13,-21,35,18,-19,40,25,-52,-12,26,32,48,-36,15
23,-13,41,-46,-10,40,-26,-37,49,5,-20,-30,2,-38,50,-47,-39,51,-53,11,-36,-34,-1,28,42,7,43,-24,-35,12,33,44,-31,22,29,21,8,14,17,-6,-3,-25,-27,-32,-52,4,16,-54,-9,-15,-18,45,19,48
-18,44,-19,48,22,-50,-12,30,-45,39,31,7,-15,51,13,-25,43,1,3,-36,-53,-5,-24,23,16,49,-33,-37,54,-8,-11,-52,27,47,-42,20,28,-40,-10,38,46,35,-17,-2,9,-41,-34,-4,-26,6,-14,32,21,-29
-46,17,-49,-21,-31,-48,45,-42,34,-14,-36,-16,26,10,-39,12,-2,-25,-22,51,4,19,43,-44,18,-13,-37,-33,30,-29,5,54,28,-9,53,11,27,52,15,-50,47,8,-23,24,-7,1,-41,6,3,40,-20,-38,-35,-32
50,9,10,-43,-28,23,-29,-39,-2,-3,42,22,-40,-18,36,-30,44,14,21,-38,-19,-12,-6,34,-54,31,-51,5,7,16,-26,35,-48,-24,-32,-15,-52,20,8,13,45,-11,4,-17,-41,49,53,33,-46,-1,27,37,-47,25
-42,-29,-50,-24,25,36,13,32,28,34,51,-53,-7,31,23,-37,47,-22,46,54,-27,18,-15,4,-5,30,21,-9,2,-26,-14,-8,-44,-10,38,-6,16,-35,40,-39,-43,1,41,33,-48,-19,-17,45,-52,3,-11,49,12,-20
30,48,33,29,-27,37,44,-23,-53,-15,-18,-19,17,-54,10,41,-13,11,12,24,51,50,8,-20,-26,25,5,-32,-4,-1,42,28,-3,39,-46,43,-6,-49,-34,52,-16,-31,-36,-7,47,35,-45,-2,38,-22,-21,-40,9,14
-45,-11,15,-52,20,-39,-41,-22,46,-30,2,40,-28,16,-3,-14,-38,-47,-54,-5,-25,8,-44,-53,21,-36,-34,13,-31,10,29,-50,35,27,-33,26,-48,17,6,-12,7,-43,42,23,1,-9,18,37,-51,32,49,4,24,19
-35,37,14,20,-8,-52,12,5,-18,-50,47,-7,41,-3,32,31,51,9,-25,-4,26,-44,-54,-49,19,-21,53,-42,-46,39,-16,-15,48,-38,1,-43,-2,34,-30,45,-13,28,36,22,-40,29,-11,-33,24,10,-17,6,-27,23
26,-48,-17,-44,27,-14,40,35,-28,20,-37,-24,-53,6,-45,18,3,-16,-47,-10,30,38,41,12,36,-1,-5,9,52,-21,-32,31,43,42,-8,-25,11,-22,-49,-7,-23,-34,-33,4,15,50,19,2,39,-46,54,-29,13,-51
-28,-4,39,2,7,9,-5,-20,-6,-13,-47,-51,10,-19,34,24,-52,-26,14,8,-23,36,21,-16,-30,18,-35,1,44,25,46,-54,-37,-15,27,-22,33,-43,-3,50,48,53,38,-29,49,-31,11,-41,-45,-40,12,17,-42,32
-32,28,-27,-35,-30,-12,38,29,51,47,-24,6,14,-13,-21,-34,-48,44,-42,-46,15,40,-45,11,-50,-37,3,-2,-8,5,-43,1,-52,16,4,41,26,-7,49,-22,-36,19,31,-18,23,20,-10,17,-39,25,-9,33,54,-53
-41,-19,-43,12,35,-33,46,-27,42,52,22,-4,48,-44,-51,-24,21,31,2,47,-17,-11,28,16,30,-49,8,-23,-40,-25,-18,-53,6,45,-5,39,-50,54,-36,29,1,-9,3,14,-34,-7,-20,-13,26,37,15,-10,32,-38
38,-33,7,9,-40,35,-3,53,-4,-29,-31,-36,-22,50,-34,-48,-26,24,-30,25,-32,13,-41,-18,-20,17,-45,49,10,19,11,21,2,15,-6,12,-51,-1,-42,5,23,39,-52,-54,27,-47,46,16,-28,-14,37,43,-8,44
6,-42,-45,-27,13,-1,34,10,-11,-8,9,23,-5,28,24,22,-32,-46,35,-39,40,-16,-12,-15,50,36,4,-14,-53,-44,-52,17,51,-7,-19,-26,-49,43,20,-21,54,2,-38,30,3,18,-48,47,37,-25,-33,31,29,-41
-51,6,-9,-37,-44,-2,-35,24,3,22,-28,36,38,32,46,-54,39,42,40,41,-50,-10,53,-8,33,48,52,11,45,49,-47,-14,-25,-43,7,-12,4,-13,-17,-19,-20,-18,34,5,-29,-15,31,-26,-30,21,1,-27,-23,16
-17,-46,42,44,-12,16,-15,-31,-49,36,25,5,22,-30,7,-6,1,38,48,53,-24,-13,51,21,-11,-52,-29,54,27,14,8,-41,-40,35,-34,-10,-47,-18,43,33,32,-3,-39,-4,50,2,37,-19,9,-45,-23,26,-20,-28
32,5,-13,-9,-2,-20,-46,-30,4,18,-26,-14,3,12,-29,40,19,-10,-17,6,-42,33,-50,-41,48,11,-36,-47,15,8,-49,-1,-22,-54,-53,27,-43,-45,52,-16,24,21,37,-51,38,7,28,-25,31,23,44,-39,35,34
35,3,-2,53,16,-41,50,-38,-19,-31,-34,13,-12,-40,17,-5,-15,-43,9,-44,23,-39,-21,51,46,-32,-49,52,-37,-33,10,26,30,11,-1,47,29,8,22,14,6,45,18,20,-42,-25,-36,54,27,-7,-24,-28,-4,-48
7,-38,5,-16,-3,42,-1,34,29,-53,39,19,-31,24,-23,4,41,40,-12,26,36,37,15,-14,-51,-20,32,30,-9,-28,13,-27,-45,-8,49,-21,-22,2,-11,-18,-17,-6,-50,54,33,52,48,-47,-35,43,25,-46,10,-44
-52,7,47,42,45,-46,-2,-43,-40,-27,16,35,-51,34,-25,-11,-49,53,-39,-54,50,44,-26,31,15,23,10,-36,33,-37,-24,41,-29,-14,-12,28,30,-48,19,9,-32,-4,8,-22,-5,6,-3,38,17,-21,13,1,-18,20
-33,50,-39,-28,-17,-30,51,52,21,44,-15,-20,29,-48,11,-42,5,25,43,12,-9,-36,31,45,-18,-38,49,4,-13,6,-23,-46,1,54,47,22,-53,26,3,-41,40,16,-19,-10,-24,32,-35,14,-27,-2,-7,-8,37,-34
13,46,43,-12,-48,-47,32,-21,-51,-36,-14,4,-1,11,-16,15,-22,-30,-28,29,8,17,-40,-35,26,-25,-42,19,-20,18,34,-7,-53,-31,24,10,-41,-50,-44,23,37,27,-3,39,54,-2,6,5,52,38,9,-49,33,-45
